Application_ID,Application_Date,Age,Gender,Marital_Status,Education,Employment_Type,Employment_Years,State,City_Tier,Branch_Type,Annual_Income,Monthly_Income,Existing_Debt,Existing_Loans,Credit_Card_Balance,Bank_Balance,Credit_Score,Risk_Category,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Estimated_EMI,Debt_to_Income_Pct,Documentation_Status,Verification_Status,Application_Channel,Approval_Status,Approval_Date,Disbursement_Status,Disbursement_Date,Disbursed_Amount,Default_Status,Days_Past_Due,Recovery_Amount,Approval_Flag,Default_Flag,Disbursement_Flag,Income_Band,Credit_Score_Band,Loan_Amount_Band
BL110383,2023-12-21,32,Male,Married,Post Graduate,Salaried,4.8,West Bengal,Tier 1,Urban,209700,17475,10900,1,50100,185400,421,Very High,Business,356000,36,11.23,11694,72.12,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),250k-500k
BL110384,2024-08-06,24,Male,Married,Graduate,Contract,8.8,Kerala,Tier 3,Urban,452500,37708,57600,0,23400,67500,579,Very High,Vehicle,455000,24,8.13,20605,67.37,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110385,2024-09-16,53,Male,Single,High School,Salaried,3.9,Tamil Nadu,Tier 3,Semi-Urban,930000,77500,92000,1,142700,42400,639,High,Home,1167000,36,9.21,37224,57.92,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL110386,2023-10-17,43,Female,Married,Post Graduate,Business Owner,1.6,Maharashtra,Tier 2,Urban,380600,31717,210100,1,131500,61800,544,Very High,Home,391000,72,8.02,6859,76.83,Complete,Pending,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110387,2025-04-04,33,Male,Single,Graduate,Salaried,15.4,Andhra Pradesh,Tier 3,Urban,1239100,103258,521600,1,40700,715400,612,High,Vehicle,1230000,84,7.39,18799,60.3,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL110388,2024-09-20,32,Female,Married,High School,Self-Employed,4.3,Andhra Pradesh,Tier 1,Urban,665000,55417,218800,1,162100,3325800,560,Very High,Personal,653000,72,9.04,11784,54.17,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL110389,2025-10-15,29,Male,Single,Post Graduate,Business Owner,6.5,Telangana,Tier 2,Semi-Urban,608600,50717,136700,0,66400,38800,677,Medium,Home,390000,36,7.47,12126,46.37,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),250k-500k
BL110390,2024-09-23,39,Male,Single,Graduate,Business Owner,5.2,Maharashtra,Tier 2,Semi-Urban,731700,60975,289600,1,189400,230100,471,Very High,Personal,523000,36,9.66,16792,67.12,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL110391,2023-11-23,35,Female,Single,Graduate,Contract,6.1,West Bengal,Tier 2,Rural,1086300,90525,0,1,88700,163600,589,High,Personal,470000,60,8.98,9752,10.77,Complete,Verified,Branch,Approved,2023-12-02,Disbursed,2023-12-09,470000,Default,507,32000,1,1,1,1M-1.5M,Fair (580-669),250k-500k
BL110392,2023-07-29,30,Male,Single,Graduate,Salaried,5.4,Karnataka,Tier 3,Semi-Urban,492500,41042,181800,1,32500,117500,685,Medium,Home,223000,60,7.21,4438,47.73,Incomplete,Failed,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Good (670-739),< 250k
BL110393,2024-09-27,31,Male,Single,Graduate,Salaried,6.9,West Bengal,Tier 2,Semi-Urban,287800,23983,31600,0,37900,367800,557,Very High,Medical,69000,60,9.09,1435,16.96,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL110394,2025-05-17,45,Male,Married,Graduate,Salaried,6.0,Karnataka,Tier 1,Semi-Urban,605500,50458,75000,0,6800,203400,639,High,Education,1021000,60,6.75,20097,52.22,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL110395,2024-03-03,35,Male,Single,Graduate,Self-Employed,2.0,Maharashtra,Tier 1,Urban,1444100,120342,134300,1,67700,369800,663,High,Personal,1329000,48,8.51,32764,36.53,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL110396,2024-01-28,27,Male,Single,High School,Other,7.0,Kerala,Tier 2,Semi-Urban,730700,60892,86300,0,148600,54300,578,Very High,Vehicle,772000,48,8.42,18999,43.01,Incomplete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL110397,2025-04-05,39,Male,Married,High School,Salaried,2.0,Telangana,Tier 1,Semi-Urban,1009700,84142,272400,3,56900,115500,620,High,Vehicle,1451000,36,7.96,45442,80.98,Incomplete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL110398,2025-07-04,32,Male,Married,Diploma,Contract,8.2,Kerala,Tier 1,Urban,309600,25800,0,2,176000,89500,423,Very High,Business,287000,84,10.92,4902,19.0,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110399,2023-12-14,44,Male,Married,Post Graduate,Contract,9.7,Andhra Pradesh,Tier 2,Urban,474200,39517,0,1,93800,97100,629,High,Business,821000,60,8.93,17015,43.06,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL110400,2023-02-19,52,Male,Single,Post Graduate,Business Owner,8.0,Karnataka,Tier 1,Urban,759300,63275,267500,3,87800,24600,626,High,Medical,1221000,36,8.25,38403,95.92,Complete,Failed,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL110401,2025-07-04,21,Male,Single,Graduate,Self-Employed,4.5,Kerala,Tier 3,Urban,785100,65425,393100,3,29000,36900,549,Very High,Personal,1293000,60,10.13,27555,92.19,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL110402,2025-11-16,32,Male,Married,Graduate,Salaried,1.4,Andhra Pradesh,Tier 3,Semi-Urban,631900,52658,98700,1,58600,348500,557,Very High,Personal,368000,48,8.37,9048,32.8,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL110403,2025-08-25,39,Male,Married,Graduate,Salaried,12.0,Delhi,Tier 2,Semi-Urban,365900,30492,73200,5,191600,198200,344,Very High,Personal,245000,24,12.37,11575,57.97,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL110404,2025-03-10,37,Female,Single,Graduate,Self-Employed,2.1,Andhra Pradesh,Tier 2,Urban,399200,33267,43000,0,186700,735600,446,Very High,Debt Consolidation,331000,60,9.65,6976,31.74,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110405,2025-10-13,49,Male,Married,Graduate,Contract,1.7,Maharashtra,Tier 2,Rural,2610000,217500,234600,1,12400,21900,592,High,Vehicle,1683000,36,7.8,52584,33.17,Complete,Verified,Agent,Approved,2025-10-28,Disbursed,2025-11-03,1683000,Default,341,1032000,1,1,1,> 1.5M,Fair (580-669),> 1.5M
BL110406,2024-10-10,38,Female,Single,Graduate,Self-Employed,5.2,Gujarat,Tier 2,Semi-Urban,352000,29333,127900,2,33600,164000,477,Very High,Home,403000,24,11.22,18824,100.51,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110407,2023-10-28,40,Male,Married,Graduate,Salaried,5.2,Maharashtra,Tier 1,Semi-Urban,1309500,109125,312400,2,84900,502300,497,Very High,Personal,1420000,36,10.93,46442,66.41,Incomplete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),1M-1.5M
BL110408,2023-06-15,42,Male,Single,Diploma,Business Owner,3.9,Karnataka,Tier 1,Semi-Urban,382300,31858,86700,2,84500,37800,503,Very High,Debt Consolidation,596000,24,9.94,27486,108.95,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110409,2023-11-12,32,Male,Single,Post Graduate,Salaried,6.2,Tamil Nadu,Tier 3,Semi-Urban,646500,53875,89200,2,108800,134300,604,High,Home,190000,36,9.55,6091,25.1,Complete,Verified,Partner,Approved,2023-11-21,Disbursed,2023-11-22,190000,Current,10,0,1,0,1,600k-1M,Fair (580-669),< 250k
BL110410,2023-01-01,43,Male,Married,Diploma,Salaried,19.3,Tamil Nadu,Tier 3,Semi-Urban,251800,20983,140800,2,81300,136800,491,Very High,Medical,411000,48,10.51,10525,106.08,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),250k-500k
BL110411,2025-10-16,42,Male,Married,High School,Salaried,3.8,Kerala,Tier 2,Semi-Urban,536300,44692,91900,2,120400,161400,446,Very High,Personal,499000,60,10.4,10701,41.08,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110412,2023-03-04,39,Female,Married,Post Graduate,Salaried,3.1,Kerala,Tier 1,Urban,699900,58325,15100,1,14900,128900,639,High,Personal,1097000,48,7.22,26381,47.39,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL110413,2024-04-27,21,Male,Single,Post Graduate,Business Owner,6.7,Karnataka,Tier 2,Urban,325300,27108,75900,1,77200,585800,529,Very High,Personal,456000,36,9.97,14707,77.59,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110414,2023-08-10,31,Male,Married,Diploma,Contract,3.7,Kerala,Tier 3,Urban,582100,48508,200500,0,31800,96200,536,Very High,Vehicle,322000,60,10.95,6993,48.86,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110415,2023-06-01,40,Male,Single,Post Graduate,Salaried,7.8,Maharashtra,Tier 2,Urban,569200,47433,3000,0,84400,74300,559,Very High,Business,686000,24,8.87,31299,66.51,Incomplete,Pending,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110416,2024-10-05,37,Female,Married,Post Graduate,Salaried,20.1,Andhra Pradesh,Tier 3,Semi-Urban,797000,66417,204600,2,42500,221800,545,Very High,Vehicle,1138000,24,8.89,51932,103.86,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL110417,2024-09-17,45,Male,Married,Diploma,Self-Employed,3.5,Tamil Nadu,Tier 2,Urban,327200,27267,64700,0,322900,262600,401,Very High,Vehicle,149000,36,13.98,5091,38.44,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL110418,2023-08-05,45,Male,Married,Diploma,Self-Employed,7.7,Kerala,Tier 3,Urban,679300,56608,40400,0,78000,212900,606,High,Home,952000,84,9.53,15574,33.46,Complete,Verified,Branch,Approved,2023-08-14,Disbursed,2023-08-16,952000,Current,5,0,1,0,1,600k-1M,Fair (580-669),500k-1M
BL110419,2023-07-15,41,Male,Married,High School,Salaried,5.0,Kerala,Tier 2,Rural,411200,34267,108800,0,81000,171100,671,Medium,Debt Consolidation,327000,36,7.4,10157,56.1,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Good (670-739),250k-500k
BL110420,2025-09-21,45,Female,Married,Graduate,Salaried,9.2,Tamil Nadu,Tier 2,Semi-Urban,883300,73608,259600,1,133700,423300,592,High,Personal,532000,36,8.17,16713,52.09,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL110421,2025-10-11,43,Male,Married,Graduate,Self-Employed,3.2,Telangana,Tier 3,Urban,2158000,179833,193200,1,100700,124400,612,High,Personal,764000,24,9.43,35054,28.45,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),500k-1M
BL110422,2024-10-08,33,Male,Single,High School,Self-Employed,15.8,Telangana,Tier 2,Urban,424700,35392,134000,2,61000,230100,562,Very High,Debt Consolidation,708000,48,8.06,17304,80.44,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110423,2024-12-08,38,Female,Single,Diploma,Other,7.4,Andhra Pradesh,Tier 2,Urban,451600,37633,110900,0,18800,143400,497,Very High,Home,661000,60,10.2,14109,62.05,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110424,2025-12-16,28,Male,Single,Diploma,Salaried,3.1,Tamil Nadu,Tier 1,Urban,246600,20550,54200,0,19400,49700,565,Very High,Vehicle,215000,36,8.46,6783,54.99,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL110425,2024-12-22,51,Female,Single,Graduate,Contract,3.8,Telangana,Tier 2,Urban,1160900,96742,304700,0,196100,1431100,577,Very High,Business,1504000,60,9.44,31543,58.85,Complete,Verified,Partner,Approved,2024-12-23,Disbursed,2024-12-29,1504000,Default,328,1049600,1,1,1,1M-1.5M,Poor (300-579),> 1.5M
BL110426,2024-10-01,27,Female,Divorced,Post Graduate,Contract,5.7,Telangana,Tier 1,Semi-Urban,536700,44725,13000,1,37200,344800,533,Very High,Personal,379000,60,10.05,8062,20.45,Incomplete,Pending,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110427,2023-04-16,21,Male,Divorced,Diploma,Salaried,2.7,Maharashtra,Tier 1,Semi-Urban,1147500,95625,178300,2,15400,67900,638,High,Debt Consolidation,2017000,60,6.41,39380,56.72,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),> 1.5M
BL110428,2023-06-14,57,Male,Single,Graduate,Salaried,4.4,West Bengal,Tier 1,Urban,712900,59408,186700,1,61300,340700,670,Medium,Vehicle,1072000,36,8.71,33945,83.33,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),1M-1.5M
BL110429,2023-08-03,37,Female,Single,Post Graduate,Contract,12.1,Karnataka,Tier 1,Semi-Urban,452200,37683,52900,3,10900,73000,512,Very High,Vehicle,543000,84,10.03,9023,35.64,Incomplete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110430,2025-12-30,46,Male,Single,Diploma,Self-Employed,10.2,Maharashtra,Tier 2,Urban,440600,36717,188700,0,63100,109600,524,Very High,Home,115000,48,11.96,3026,51.07,Incomplete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL110431,2023-03-31,45,Male,Married,Post Graduate,Salaried,3.8,West Bengal,Tier 2,Semi-Urban,612200,51017,292400,0,44200,688700,574,Very High,Personal,790000,36,9.87,25443,97.63,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL110432,2025-05-23,47,Female,Married,Graduate,Salaried,7.3,Kerala,Tier 1,Urban,886700,73892,165000,1,24200,185100,637,High,Vehicle,476000,24,7.12,21338,47.49,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL110433,2024-08-30,43,Male,Married,Graduate,Salaried,10.9,Karnataka,Tier 2,Semi-Urban,189700,15808,36100,1,24900,1278100,528,Very High,Vehicle,59000,60,9.01,1225,26.78,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL110434,2023-12-15,43,Female,Married,Graduate,Salaried,9.3,Karnataka,Tier 3,Urban,473400,39450,26700,0,31600,35400,615,High,Home,197000,72,8.65,3517,14.55,Complete,Verified,Website,Approved,2023-12-19,Disbursed,2023-12-25,197000,Current,5,0,1,0,1,300k-600k,Fair (580-669),< 250k
BL110435,2025-06-12,21,Male,Married,Graduate,Self-Employed,11.3,Tamil Nadu,Tier 3,Semi-Urban,1406300,117192,345700,2,31800,334700,545,Very High,Home,2528000,24,9.24,115770,123.37,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL110436,2023-09-03,29,Male,Single,Graduate,Salaried,8.7,Karnataka,Tier 2,Rural,508200,42350,206400,1,62100,34400,617,High,Vehicle,910000,36,7.17,28169,107.13,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL110437,2023-09-29,21,Male,Single,Graduate,Salaried,5.2,Kerala,Tier 2,Urban,475800,39650,67800,1,110900,390600,595,High,Personal,310000,36,7.66,9666,38.63,Complete,Verified,Partner,Approved,2023-10-03,Disbursed,2023-10-11,310000,Current,0,0,1,0,1,300k-600k,Fair (580-669),250k-500k
BL110438,2024-02-07,31,Male,Married,Graduate,Salaried,6.8,Andhra Pradesh,Tier 2,Semi-Urban,207400,17283,13900,1,21300,675900,508,Very High,Home,217000,12,9.56,19033,116.83,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL110439,2025-11-05,33,Female,Married,Graduate,Contract,16.3,Rajasthan,Tier 3,Semi-Urban,572300,47692,180600,1,24100,134900,517,Very High,Home,317000,72,11.6,6132,44.41,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110440,2025-08-18,37,Male,Married,Diploma,Self-Employed,7.9,Karnataka,Tier 1,Semi-Urban,294200,24517,60000,2,79900,113500,620,High,Education,299000,60,7.76,6028,44.98,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Fair (580-669),250k-500k
BL110441,2025-06-16,29,Female,Divorced,Graduate,Contract,10.5,Karnataka,Tier 3,Semi-Urban,1201300,100108,189800,0,96000,211400,649,High,Personal,870000,60,6.75,17125,32.91,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),500k-1M
BL110442,2025-12-15,35,Male,Married,Graduate,Salaried,13.5,Kerala,Tier 1,Urban,484300,40358,32300,0,25200,434700,535,Very High,Debt Consolidation,572000,60,9.06,11890,36.13,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110443,2023-10-11,33,Male,Single,High School,Contract,6.0,Maharashtra,Tier 3,Semi-Urban,588600,49050,103100,1,36300,366500,605,High,Education,295000,84,7.06,4461,26.61,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL110444,2024-05-31,41,Male,Single,Graduate,Self-Employed,8.6,Maharashtra,Tier 3,Urban,425400,35450,94300,1,164100,210600,464,Very High,Personal,668000,24,9.73,30742,108.89,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL110445,2024-09-09,45,Male,Married,Graduate,Salaried,7.2,Karnataka,Tier 3,Semi-Urban,521300,43442,140800,0,160900,91300,495,Very High,Medical,439000,60,11.79,9719,49.38,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110446,2024-09-03,40,Male,Married,Diploma,Salaried,5.3,Maharashtra,Tier 2,Rural,1744900,145408,235700,0,77200,335600,612,High,Education,2851000,36,9.11,90807,75.96,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),> 1.5M
BL110447,2025-01-19,44,Male,Married,Post Graduate,Salaried,5.2,Maharashtra,Tier 1,Urban,844100,70342,147400,1,96400,41400,647,High,Vehicle,976000,72,6.63,16467,40.87,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL110448,2024-02-04,40,Female,Single,High School,Salaried,3.0,Delhi,Tier 2,Semi-Urban,764700,63725,132200,1,91200,201000,521,Very High,Medical,1072000,36,9.42,34299,71.11,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL110449,2023-03-27,49,Male,Divorced,High School,Salaried,2.4,Karnataka,Tier 1,Rural,720500,60042,164000,0,29900,382400,580,High,Medical,167000,36,9.37,5339,31.65,Complete,Verified,Website,Approved,2023-04-02,Disbursed,2023-04-04,167000,Current,0,0,1,0,1,600k-1M,Fair (580-669),< 250k
BL110450,2023-11-16,55,Male,Divorced,Post Graduate,Self-Employed,10.2,Tamil Nadu,Tier 3,Semi-Urban,297300,24775,69900,1,23700,134400,549,Very High,Home,226000,60,10.76,4887,43.24,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL110451,2025-11-21,21,Male,Single,Post Graduate,Salaried,4.1,Maharashtra,Tier 1,Urban,1566500,130542,233300,1,63600,21400,643,High,Personal,352000,36,7.51,10951,23.28,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),250k-500k
BL110452,2023-12-02,48,Male,Married,Graduate,Self-Employed,3.1,Karnataka,Tier 2,Urban,222800,18567,32000,1,32300,711100,602,High,Debt Consolidation,142000,36,8.26,4467,38.42,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Fair (580-669),< 250k
BL110453,2023-02-20,26,Female,Divorced,Post Graduate,Self-Employed,15.9,Maharashtra,Tier 1,Urban,401300,33442,47900,0,22400,81300,513,Very High,Home,101000,36,11.78,3344,21.94,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL110454,2023-06-23,40,Male,Single,Post Graduate,Business Owner,2.6,Andhra Pradesh,Tier 2,Urban,423400,35283,61200,0,73000,31800,511,Very High,Education,143000,48,9.83,3615,24.7,Complete,Verified,Partner,Approved,2023-07-02,Disbursed,2023-07-06,143000,Current,10,0,1,0,1,300k-600k,Poor (300-579),< 250k
BL110455,2024-05-15,40,Male,Married,High School,Contract,11.5,Gujarat,Tier 2,Semi-Urban,870700,72558,182400,2,114100,116700,577,Very High,Home,1288000,60,9.37,26969,58.12,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL110456,2023-03-17,43,Female,Married,Graduate,Salaried,10.0,Maharashtra,Tier 2,Semi-Urban,673000,56083,149400,3,90200,503700,513,Very High,Home,354000,60,8.71,7299,35.21,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL110457,2023-11-12,38,Male,Single,High School,Self-Employed,8.5,Tamil Nadu,Tier 2,Semi-Urban,399900,33325,121200,1,109100,145800,522,Very High,Personal,322000,60,8.53,6611,50.15,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL110458,2024-11-27,38,Male,Single,Graduate,Salaried,9.9,Kerala,Tier 3,Urban,704300,58692,0,3,68000,160200,613,High,Personal,1027000,24,9.05,46942,79.98,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL110459,2025-10-06,41,Male,Married,High School,Salaried,4.6,Telangana,Tier 1,Semi-Urban,894600,74550,319900,2,59500,166200,635,High,Personal,1565000,24,8.38,71052,131.07,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),> 1.5M
BL110460,2025-01-01,35,Male,Married,High School,Self-Employed,4.1,Telangana,Tier 1,Urban,1310800,109233,89100,1,174000,468300,678,Medium,Personal,475000,48,6.94,11361,17.2,Complete,Verified,Website,Approved,2025-01-02,Disbursed,2025-01-10,475000,Current,0,0,1,0,1,1M-1.5M,Good (670-739),250k-500k
BL110461,2025-12-30,21,Male,Married,Post Graduate,Contract,3.1,Gujarat,Tier 2,Urban,605800,50483,102900,0,170300,335800,599,High,Home,964000,48,7.06,23111,62.77,Complete,Pending,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL110462,2025-08-26,38,Female,Single,Post Graduate,Self-Employed,3.4,Rajasthan,Tier 3,Urban,1206700,100558,488700,2,29300,16000,597,High,Education,800000,24,8.81,36478,76.77,Complete,Pending,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),500k-1M
BL110463,2025-05-03,31,Male,Married,Post Graduate,Contract,18.0,Maharashtra,Tier 1,Rural,898000,74833,186500,1,23100,120500,608,High,Business,1390000,60,8.76,28692,59.11,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),1M-1.5M
BL110464,2024-10-27,30,Male,Married,High School,Business Owner,9.8,Karnataka,Tier 2,Semi-Urban,246100,20508,86700,0,62600,214100,598,High,Debt Consolidation,229000,72,7.96,4011,54.79,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Fair (580-669),< 250k
BL110465,2024-10-13,30,Male,Married,Graduate,Business Owner,6.9,Tamil Nadu,Tier 2,Rural,263700,21975,71300,2,48700,124900,483,Very High,Home,93000,60,10.05,1978,36.04,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
